"model","estimator","iteration","gamma","any_parameter_boundary"
"GPT-5.6 Sol","Spike + contention",176,10.5986425521225,FALSE
"GPT-5.6 Sol","Spike + contention",177,10.4015978470154,TRUE
"GPT-5.6 Sol","Spike + contention",178,10.1592023202671,FALSE
"GPT-5.6 Sol","Spike + contention",179,8.31124311089637,TRUE
"GPT-5.6 Sol","Spike + contention",180,9.80489305152635,FALSE
"GPT-5.6 Sol","Spike + contention",181,10.2563713978804,FALSE
"GPT-5.6 Sol","Spike + contention",182,10.4374190979831,FALSE
"GPT-5.6 Sol","Spike + contention",183,9.80809414488278,FALSE
"GPT-5.6 Sol","Spike + contention",184,10.1641865624969,FALSE
"GPT-5.6 Sol","Spike + contention",185,10.1592023225657,FALSE
"GPT-5.6 Sol","Spike + contention",186,10.0409618660558,FALSE
"GPT-5.6 Sol","Spike + contention",187,9.92463243228789,FALSE
"GPT-5.6 Sol","Spike + contention",188,10.1473408281868,FALSE
"GPT-5.6 Sol","Spike + contention",189,10.55915334307,FALSE
"GPT-5.6 Sol","Spike + contention",190,10.4047088108694,FALSE
"GPT-5.6 Sol","Spike + contention",191,10.2343410646587,FALSE
"GPT-5.6 Sol","Spike + contention",192,10.4584123342881,FALSE
"GPT-5.6 Sol","Spike + contention",193,9.70233856055557,FALSE
"GPT-5.6 Sol","Spike + contention",194,10.6400289560005,FALSE
"GPT-5.6 Sol","Spike + contention",195,10.1697179976911,FALSE
"GPT-5.6 Sol","Spike + contention",196,10.0232081847666,FALSE
"GPT-5.6 Sol","Spike + contention",197,10.7975690376195,FALSE
"GPT-5.6 Sol","Spike + contention",198,9.87195480530339,FALSE
"GPT-5.6 Sol","Spike + contention",199,12.8245832726164,FALSE
"GPT-5.6 Sol","Spike + contention",200,9.75726133556558,FALSE
"Claude Sonnet 5","Stochastic frontier",1,0,TRUE
"Claude Sonnet 5","Stochastic frontier",2,0.133181169522218,FALSE
"Claude Sonnet 5","Stochastic frontier",3,0,TRUE
"Claude Sonnet 5","Stochastic frontier",4,0.0244816182999704,FALSE
"Claude Sonnet 5","Stochastic frontier",5,0.0608310212859754,FALSE
"Claude Sonnet 5","Stochastic frontier",6,0.026667359657354,FALSE
"Claude Sonnet 5","Stochastic frontier",7,0.62897630035801,FALSE
"Claude Sonnet 5","Stochastic frontier",8,0.969643878700987,FALSE
"Claude Sonnet 5","Stochastic frontier",9,0.440916773935732,FALSE
"Claude Sonnet 5","Stochastic frontier",10,0,TRUE
"Claude Sonnet 5","Stochastic frontier",11,0.108076928248791,FALSE
"Claude Sonnet 5","Stochastic frontier",12,0.480063039077689,FALSE
"Claude Sonnet 5","Stochastic frontier",13,0,TRUE
"Claude Sonnet 5","Stochastic frontier",14,0,TRUE
"Claude Sonnet 5","Stochastic frontier",15,0.132649902440161,FALSE
"Claude Sonnet 5","Stochastic frontier",16,0,TRUE
"Claude Sonnet 5","Stochastic frontier",17,0.315815776427853,FALSE
"Claude Sonnet 5","Stochastic frontier",18,0.488955489570733,FALSE
"Claude Sonnet 5","Stochastic frontier",19,0.521558545076987,FALSE
"Claude Sonnet 5","Stochastic frontier",20,0.679146520451428,FALSE
"Claude Sonnet 5","Stochastic frontier",21,0.134373888188943,FALSE
"Claude Sonnet 5","Stochastic frontier",22,0.615061989223132,FALSE
"Claude Sonnet 5","Stochastic frontier",23,0,TRUE
"Claude Sonnet 5","Stochastic frontier",24,0.848200337118194,FALSE
"Claude Sonnet 5","Stochastic frontier",25,0,TRUE
"Claude Sonnet 5","Stochastic frontier",26,0.287362460193966,FALSE
"Claude Sonnet 5","Stochastic frontier",27,0.395765568734629,FALSE
"Claude Sonnet 5","Stochastic frontier",28,0,TRUE
"Claude Sonnet 5","Stochastic frontier",29,0.0430702551374813,FALSE
"Claude Sonnet 5","Stochastic frontier",30,0.0937704180702647,FALSE
"Claude Sonnet 5","Stochastic frontier",31,0,TRUE
"Claude Sonnet 5","Stochastic frontier",32,0,TRUE
"Claude Sonnet 5","Stochastic frontier",33,0,TRUE
"Claude Sonnet 5","Stochastic frontier",34,0,TRUE
"Claude Sonnet 5","Stochastic frontier",35,0.553496176867498,FALSE
"Claude Sonnet 5","Stochastic frontier",36,0,TRUE
"Claude Sonnet 5","Stochastic frontier",37,0.726657625882859,FALSE
"Claude Sonnet 5","Stochastic frontier",38,0.0612925741187022,FALSE
"Claude Sonnet 5","Stochastic frontier",39,0,TRUE
"Claude Sonnet 5","Stochastic frontier",40,0,TRUE
"Claude Sonnet 5","Stochastic frontier",41,0,TRUE
"Claude Sonnet 5","Stochastic frontier",42,0.216404637617406,FALSE
"Claude Sonnet 5","Stochastic frontier",43,0.574435389925454,FALSE
"Claude Sonnet 5","Stochastic frontier",44,0,TRUE
"Claude Sonnet 5","Stochastic frontier",45,0,TRUE
"Claude Sonnet 5","Stochastic frontier",46,0.191206466415255,FALSE
"Claude Sonnet 5","Stochastic frontier",47,1.00566113826399,FALSE
"Claude Sonnet 5","Stochastic frontier",48,0.823648764370416,FALSE
"Claude Sonnet 5","Stochastic frontier",49,0.347085284936576,FALSE
"Claude Sonnet 5","Stochastic frontier",50,0.0874743397305866,FALSE
"Claude Sonnet 5","Stochastic frontier",51,0.369321903930755,FALSE
"Claude Sonnet 5","Stochastic frontier",52,0.143681862114941,FALSE
"Claude Sonnet 5","Stochastic frontier",53,0.199424109118184,FALSE
"Claude Sonnet 5","Stochastic frontier",54,0,TRUE
"Claude Sonnet 5","Stochastic frontier",55,0.216288566477757,FALSE
"Claude Sonnet 5","Stochastic frontier",56,0,TRUE
"Claude Sonnet 5","Stochastic frontier",57,0.436925812546473,FALSE
"Claude Sonnet 5","Stochastic frontier",58,0,TRUE
"Claude Sonnet 5","Stochastic frontier",59,0,TRUE
"Claude Sonnet 5","Stochastic frontier",60,0.517074504201552,FALSE
"Claude Sonnet 5","Stochastic frontier",61,0.97715846070372,FALSE
"Claude Sonnet 5","Stochastic frontier",62,0.501237795390407,FALSE
"Claude Sonnet 5","Stochastic frontier",63,0,TRUE
"Claude Sonnet 5","Stochastic frontier",64,0.479507962674499,FALSE
"Claude Sonnet 5","Stochastic frontier",65,0,TRUE
"Claude Sonnet 5","Stochastic frontier",66,0,TRUE
"Claude Sonnet 5","Stochastic frontier",67,0,TRUE
"Claude Sonnet 5","Stochastic frontier",68,0,TRUE
"Claude Sonnet 5","Stochastic frontier",69,0,TRUE
"Claude Sonnet 5","Stochastic frontier",70,0,TRUE
"Claude Sonnet 5","Stochastic frontier",71,0.927037083878283,FALSE
"Claude Sonnet 5","Stochastic frontier",72,0.276021131441206,FALSE
"Claude Sonnet 5","Stochastic frontier",73,0,TRUE
"Claude Sonnet 5","Stochastic frontier",74,0.251323208110967,FALSE
"Claude Sonnet 5","Stochastic frontier",75,0.703321976112123,FALSE
"Claude Sonnet 5","Stochastic frontier",76,0,TRUE
"Claude Sonnet 5","Stochastic frontier",77,0,TRUE
"Claude Sonnet 5","Stochastic frontier",78,0,TRUE
"Claude Sonnet 5","Stochastic frontier",79,0,TRUE
"Claude Sonnet 5","Stochastic frontier",80,0,TRUE
"Claude Sonnet 5","Stochastic frontier",81,0,TRUE
"Claude Sonnet 5","Stochastic frontier",82,0.12954290689658,FALSE
"Claude Sonnet 5","Stochastic frontier",83,0,TRUE
"Claude Sonnet 5","Stochastic frontier",84,0,TRUE
"Claude Sonnet 5","Stochastic frontier",85,0,TRUE
"Claude Sonnet 5","Stochastic frontier",86,0,TRUE
"Claude Sonnet 5","Stochastic frontier",87,0.403529413991494,FALSE
"Claude Sonnet 5","Stochastic frontier",88,0.228092602895367,FALSE
"Claude Sonnet 5","Stochastic frontier",89,0,TRUE
"Claude Sonnet 5","Stochastic frontier",90,0.142041722984725,FALSE
"Claude Sonnet 5","Stochastic frontier",91,0.0178487742883785,FALSE
"Claude Sonnet 5","Stochastic frontier",92,0,TRUE
"Claude Sonnet 5","Stochastic frontier",93,0,TRUE
"Claude Sonnet 5","Stochastic frontier",94,0,TRUE
"Claude Sonnet 5","Stochastic frontier",95,0.341495388090125,FALSE
"Claude Sonnet 5","Stochastic frontier",96,0.317773966746783,FALSE
"Claude Sonnet 5","Stochastic frontier",97,0,TRUE
"Claude Sonnet 5","Stochastic frontier",98,0,TRUE
"Claude Sonnet 5","Stochastic frontier",99,0,TRUE
"Claude Sonnet 5","Stochastic frontier",100,0.988775684175649,FALSE
"Claude Sonnet 5","Stochastic frontier",101,0.792356042622629,FALSE
"Claude Sonnet 5","Stochastic frontier",102,0,TRUE
"Claude Sonnet 5","Stochastic frontier",103,0,TRUE
"Claude Sonnet 5","Stochastic frontier",104,0.537666951483392,FALSE
"Claude Sonnet 5","Stochastic frontier",105,0.143402779718668,FALSE
"Claude Sonnet 5","Stochastic frontier",106,0,TRUE
"Claude Sonnet 5","Stochastic frontier",107,0,TRUE
"Claude Sonnet 5","Stochastic frontier",108,0,TRUE
"Claude Sonnet 5","Stochastic frontier",109,0,TRUE
"Claude Sonnet 5","Stochastic frontier",110,0,TRUE
"Claude Sonnet 5","Stochastic frontier",111,0,TRUE
"Claude Sonnet 5","Stochastic frontier",112,0,TRUE
"Claude Sonnet 5","Stochastic frontier",113,0.363595525514637,FALSE
"Claude Sonnet 5","Stochastic frontier",114,0.0530625598636465,FALSE
"Claude Sonnet 5","Stochastic frontier",115,0.00406125977521345,FALSE
"Claude Sonnet 5","Stochastic frontier",116,0,TRUE
"Claude Sonnet 5","Stochastic frontier",117,0.145086675699977,FALSE
"Claude Sonnet 5","Stochastic frontier",118,0.564393069573387,FALSE
"Claude Sonnet 5","Stochastic frontier",119,0,TRUE
"Claude Sonnet 5","Stochastic frontier",120,0.672919019611174,FALSE
"Claude Sonnet 5","Stochastic frontier",121,0,TRUE
"Claude Sonnet 5","Stochastic frontier",122,0,TRUE
"Claude Sonnet 5","Stochastic frontier",123,0,TRUE
"Claude Sonnet 5","Stochastic frontier",124,0.343086957663037,FALSE
"Claude Sonnet 5","Stochastic frontier",125,0.498584078198265,FALSE
"Claude Sonnet 5","Stochastic frontier",126,0,TRUE
"Claude Sonnet 5","Stochastic frontier",127,0.46421872412364,FALSE
"Claude Sonnet 5","Stochastic frontier",128,0.00302353878127571,FALSE
"Claude Sonnet 5","Stochastic frontier",129,0.206061673653773,FALSE
"Claude Sonnet 5","Stochastic frontier",130,0.58120887949915,FALSE
"Claude Sonnet 5","Stochastic frontier",131,0.639118488017601,FALSE
"Claude Sonnet 5","Stochastic frontier",132,0.225253425515646,FALSE
"Claude Sonnet 5","Stochastic frontier",133,0,TRUE
"Claude Sonnet 5","Stochastic frontier",134,0,TRUE
"Claude Sonnet 5","Stochastic frontier",135,0.491237723036298,FALSE
"Claude Sonnet 5","Stochastic frontier",136,0,TRUE
"Claude Sonnet 5","Stochastic frontier",137,0.487256658763449,FALSE
"Claude Sonnet 5","Stochastic frontier",138,0.471983705856556,FALSE
"Claude Sonnet 5","Stochastic frontier",139,0.0441132673561983,FALSE
"Claude Sonnet 5","Stochastic frontier",140,0.205952885567106,FALSE
"Claude Sonnet 5","Stochastic frontier",141,0.539145565673958,FALSE
"Claude Sonnet 5","Stochastic frontier",142,0.121669472893761,FALSE
"Claude Sonnet 5","Stochastic frontier",143,0,TRUE
"Claude Sonnet 5","Stochastic frontier",144,0,TRUE
"Claude Sonnet 5","Stochastic frontier",145,0.234365266612482,FALSE
"Claude Sonnet 5","Stochastic frontier",146,0,TRUE
"Claude Sonnet 5","Stochastic frontier",147,0.121324541998588,FALSE
"Claude Sonnet 5","Stochastic frontier",148,0.491190415339025,FALSE
"Claude Sonnet 5","Stochastic frontier",149,0.277112213501477,FALSE
"Claude Sonnet 5","Stochastic frontier",150,0.429656587500497,FALSE
"Claude Sonnet 5","Stochastic frontier",151,0.401883759115001,FALSE
"Claude Sonnet 5","Stochastic frontier",152,0.313278580528063,FALSE
"Claude Sonnet 5","Stochastic frontier",153,0,TRUE
"Claude Sonnet 5","Stochastic frontier",154,0,TRUE
"Claude Sonnet 5","Stochastic frontier",155,0.300973951527976,FALSE
"Claude Sonnet 5","Stochastic frontier",156,0.922054879625461,FALSE
"Claude Sonnet 5","Stochastic frontier",157,0,TRUE
"Claude Sonnet 5","Stochastic frontier",158,0,TRUE
"Claude Sonnet 5","Stochastic frontier",159,0,TRUE
"Claude Sonnet 5","Stochastic frontier",160,0.236398937859254,FALSE
"Claude Sonnet 5","Stochastic frontier",161,0,TRUE
"Claude Sonnet 5","Stochastic frontier",162,0,TRUE
"Claude Sonnet 5","Stochastic frontier",163,0,TRUE
"Claude Sonnet 5","Stochastic frontier",164,0,TRUE
"Claude Sonnet 5","Stochastic frontier",165,0.435527928813871,FALSE
"Claude Sonnet 5","Stochastic frontier",166,0,TRUE
"Claude Sonnet 5","Stochastic frontier",167,0,TRUE
"Claude Sonnet 5","Stochastic frontier",168,0,TRUE
"Claude Sonnet 5","Stochastic frontier",169,0,TRUE
"Claude Sonnet 5","Stochastic frontier",170,0,TRUE
"Claude Sonnet 5","Stochastic frontier",171,0,TRUE
"Claude Sonnet 5","Stochastic frontier",172,0,TRUE
"Claude Sonnet 5","Stochastic frontier",173,0.229562783967995,FALSE
"Claude Sonnet 5","Stochastic frontier",174,0.921170847992865,FALSE
"Claude Sonnet 5","Stochastic frontier",175,0.507027162021285,FALSE
"Claude Sonnet 5","Stochastic frontier",176,1.01895638794817,FALSE
"Claude Sonnet 5","Stochastic frontier",177,0,TRUE
"Claude Sonnet 5","Stochastic frontier",178,0.418224753456991,FALSE
"Claude Sonnet 5","Stochastic frontier",179,0,TRUE
"Claude Sonnet 5","Stochastic frontier",180,0,TRUE
"Claude Sonnet 5","Stochastic frontier",181,0.309061337782617,FALSE
"Claude Sonnet 5","Stochastic frontier",182,0,TRUE
"Claude Sonnet 5","Stochastic frontier",183,0,TRUE
"Claude Sonnet 5","Stochastic frontier",184,0.36488028328976,FALSE
"Claude Sonnet 5","Stochastic frontier",185,0,TRUE
"Claude Sonnet 5","Stochastic frontier",186,0,TRUE
"Claude Sonnet 5","Stochastic frontier",187,0,TRUE
"Claude Sonnet 5","Stochastic frontier",188,0.874106024047787,FALSE
"Claude Sonnet 5","Stochastic frontier",189,0.369254390917899,FALSE
"Claude Sonnet 5","Stochastic frontier",190,0.35948353780694,FALSE
"Claude Sonnet 5","Stochastic frontier",191,0.209573130956267,FALSE
"Claude Sonnet 5","Stochastic frontier",192,0.081834995604669,FALSE
"Claude Sonnet 5","Stochastic frontier",193,0,TRUE
"Claude Sonnet 5","Stochastic frontier",194,0,TRUE
"Claude Sonnet 5","Stochastic frontier",195,0.794496243272023,FALSE
"Claude Sonnet 5","Stochastic frontier",196,0.47940214877022,FALSE
"Claude Sonnet 5","Stochastic frontier",197,0,TRUE
"Claude Sonnet 5","Stochastic frontier",198,0,TRUE
"Claude Sonnet 5","Stochastic frontier",199,0.0955704912090043,FALSE
"Claude Sonnet 5","Stochastic frontier",200,0,TRUE
"Claude Sonnet 5","Spike + contention",1,0.270598280922955,FALSE
"Claude Sonnet 5","Spike + contention",2,1.0794881406745,FALSE
"Claude Sonnet 5","Spike + contention",3,0.53388645846245,FALSE
"Claude Sonnet 5","Spike + contention",4,0,TRUE
"Claude Sonnet 5","Spike + contention",5,0.239430804542702,FALSE
"Claude Sonnet 5","Spike + contention",6,0,TRUE
"Claude Sonnet 5","Spike + contention",7,0,TRUE
"Claude Sonnet 5","Spike + contention",8,0,TRUE
"Claude Sonnet 5","Spike + contention",9,0,TRUE
"Claude Sonnet 5","Spike + contention",10,0.456700926991252,FALSE
"Claude Sonnet 5","Spike + contention",11,0,TRUE
"Claude Sonnet 5","Spike + contention",12,0.264350811412795,FALSE
"Claude Sonnet 5","Spike + contention",13,0.354910327301734,TRUE
"Claude Sonnet 5","Spike + contention",14,0.0680490121638329,FALSE
"Claude Sonnet 5","Spike + contention",15,0,TRUE
"Claude Sonnet 5","Spike + contention",16,0.0968342972799195,FALSE
"Claude Sonnet 5","Spike + contention",17,0,TRUE
"Claude Sonnet 5","Spike + contention",18,0,TRUE
"Claude Sonnet 5","Spike + contention",19,0.626505759664301,FALSE
"Claude Sonnet 5","Spike + contention",20,0.670009299411834,FALSE
"Claude Sonnet 5","Spike + contention",21,0.0341261031571728,FALSE
"Claude Sonnet 5","Spike + contention",22,0,TRUE
"Claude Sonnet 5","Spike + contention",23,0,TRUE
"Claude Sonnet 5","Spike + contention",24,0.318530894664502,FALSE
"Claude Sonnet 5","Spike + contention",25,0,TRUE
"Claude Sonnet 5","Spike + contention",26,0.18015580292218,FALSE
"Claude Sonnet 5","Spike + contention",27,0,TRUE
"Claude Sonnet 5","Spike + contention",28,0,TRUE
"Claude Sonnet 5","Spike + contention",29,0.13280943307655,FALSE
"Claude Sonnet 5","Spike + contention",30,0,TRUE
"Claude Sonnet 5","Spike + contention",31,0,TRUE
"Claude Sonnet 5","Spike + contention",32,0,TRUE
"Claude Sonnet 5","Spike + contention",33,0,TRUE
"Claude Sonnet 5","Spike + contention",34,0.258790168224156,FALSE
"Claude Sonnet 5","Spike + contention",35,0,TRUE
"Claude Sonnet 5","Spike + contention",36,0,TRUE
"Claude Sonnet 5","Spike + contention",37,0.295866832077814,FALSE
"Claude Sonnet 5","Spike + contention",38,0.710551368422054,FALSE
"Claude Sonnet 5","Spike + contention",39,0.523170968709378,FALSE
"Claude Sonnet 5","Spike + contention",40,1.50566619780202,FALSE
"Claude Sonnet 5","Spike + contention",41,0,TRUE
"Claude Sonnet 5","Spike + contention",42,0,TRUE
"Claude Sonnet 5","Spike + contention",43,0,TRUE
"Claude Sonnet 5","Spike + contention",44,0,TRUE
"Claude Sonnet 5","Spike + contention",45,0,TRUE
"Claude Sonnet 5","Spike + contention",46,0,TRUE
"Claude Sonnet 5","Spike + contention",47,0,TRUE
"Claude Sonnet 5","Spike + contention",48,0,TRUE
"Claude Sonnet 5","Spike + contention",49,0,TRUE
"Claude Sonnet 5","Spike + contention",50,0.331844368932912,FALSE
"Claude Sonnet 5","Spike + contention",51,1.14804744318332,FALSE
"Claude Sonnet 5","Spike + contention",52,1.03250934710738,TRUE
"Claude Sonnet 5","Spike + contention",53,0,TRUE
"Claude Sonnet 5","Spike + contention",54,0.121963714401117,FALSE
"Claude Sonnet 5","Spike + contention",55,0,TRUE
"Claude Sonnet 5","Spike + contention",56,0,TRUE
"Claude Sonnet 5","Spike + contention",57,0.513293362053578,FALSE
"Claude Sonnet 5","Spike + contention",58,0,TRUE
"Claude Sonnet 5","Spike + contention",59,0,TRUE
"Claude Sonnet 5","Spike + contention",60,0,TRUE
"Claude Sonnet 5","Spike + contention",61,0,TRUE
"Claude Sonnet 5","Spike + contention",62,0,TRUE
"Claude Sonnet 5","Spike + contention",63,0.470333701330695,FALSE
"Claude Sonnet 5","Spike + contention",64,0.978771870834178,FALSE
"Claude Sonnet 5","Spike + contention",65,0.0440296405152935,FALSE
"Claude Sonnet 5","Spike + contention",66,0,TRUE
"Claude Sonnet 5","Spike + contention",67,0,TRUE
"Claude Sonnet 5","Spike + contention",68,0.507443890503948,FALSE
"Claude Sonnet 5","Spike + contention",69,0,TRUE
"Claude Sonnet 5","Spike + contention",70,0.247943882644467,FALSE
"Claude Sonnet 5","Spike + contention",71,0,TRUE
"Claude Sonnet 5","Spike + contention",72,0.40695278504403,FALSE
"Claude Sonnet 5","Spike + contention",73,0,TRUE
"Claude Sonnet 5","Spike + contention",74,0,TRUE
"Claude Sonnet 5","Spike + contention",75,0,TRUE
"Claude Sonnet 5","Spike + contention",76,0.635290114995767,FALSE
"Claude Sonnet 5","Spike + contention",77,0,TRUE
"Claude Sonnet 5","Spike + contention",78,0,TRUE
"Claude Sonnet 5","Spike + contention",79,0.569839485346263,TRUE
"Claude Sonnet 5","Spike + contention",80,0,TRUE
"Claude Sonnet 5","Spike + contention",81,0.839540362441397,FALSE
"Claude Sonnet 5","Spike + contention",82,0,TRUE
"Claude Sonnet 5","Spike + contention",83,1.34275134760917,FALSE
"Claude Sonnet 5","Spike + contention",84,0.393591513191422,FALSE
"Claude Sonnet 5","Spike + contention",85,0.172970039805867,FALSE
"Claude Sonnet 5","Spike + contention",86,0.0699398318983595,FALSE
"Claude Sonnet 5","Spike + contention",87,0,TRUE
"Claude Sonnet 5","Spike + contention",88,0,TRUE
"Claude Sonnet 5","Spike + contention",89,0,TRUE
"Claude Sonnet 5","Spike + contention",90,0,TRUE
"Claude Sonnet 5","Spike + contention",91,0,TRUE
"Claude Sonnet 5","Spike + contention",92,0.899024528073817,TRUE
"Claude Sonnet 5","Spike + contention",93,0,TRUE
"Claude Sonnet 5","Spike + contention",94,0.0863696426662046,FALSE
"Claude Sonnet 5","Spike + contention",95,0.293620045389099,FALSE
"Claude Sonnet 5","Spike + contention",96,0,TRUE
"Claude Sonnet 5","Spike + contention",97,0.253116524509381,FALSE
"Claude Sonnet 5","Spike + contention",98,0,TRUE
"Claude Sonnet 5","Spike + contention",99,0.229552601858854,FALSE
"Claude Sonnet 5","Spike + contention",100,0.151694273337557,FALSE
"Claude Sonnet 5","Spike + contention",101,0,TRUE
"Claude Sonnet 5","Spike + contention",102,0,TRUE
"Claude Sonnet 5","Spike + contention",103,0,TRUE
"Claude Sonnet 5","Spike + contention",104,0.0791225774934394,FALSE
"Claude Sonnet 5","Spike + contention",105,0.0174732370288978,TRUE
"Claude Sonnet 5","Spike + contention",106,0.312269698244283,FALSE
"Claude Sonnet 5","Spike + contention",107,0,TRUE
"Claude Sonnet 5","Spike + contention",108,0,TRUE
"Claude Sonnet 5","Spike + contention",109,0.619712009930953,FALSE
"Claude Sonnet 5","Spike + contention",110,0.0632668578144321,FALSE
"Claude Sonnet 5","Spike + contention",111,0.205611543872793,FALSE
"Claude Sonnet 5","Spike + contention",112,0,TRUE
"Claude Sonnet 5","Spike + contention",113,0.185170676738547,FALSE
"Claude Sonnet 5","Spike + contention",114,0.634717976859145,FALSE
"Claude Sonnet 5","Spike + contention",115,0.753071788644901,TRUE
"Claude Sonnet 5","Spike + contention",116,0,TRUE
"Claude Sonnet 5","Spike + contention",117,0,TRUE
"Claude Sonnet 5","Spike + contention",118,0,TRUE
"Claude Sonnet 5","Spike + contention",119,0,TRUE
"Claude Sonnet 5","Spike + contention",120,0,TRUE
"Claude Sonnet 5","Spike + contention",121,0,TRUE
"Claude Sonnet 5","Spike + contention",122,0.319259800167278,FALSE
"Claude Sonnet 5","Spike + contention",123,0.382653768813418,FALSE
"Claude Sonnet 5","Spike + contention",124,0.142114061175734,FALSE
"Claude Sonnet 5","Spike + contention",125,0.277892223941967,FALSE
"Claude Sonnet 5","Spike + contention",126,0,TRUE
"Claude Sonnet 5","Spike + contention",127,0.103466073168852,FALSE
"Claude Sonnet 5","Spike + contention",128,0,TRUE
"Claude Sonnet 5","Spike + contention",129,1.87624517542896,FALSE
"Claude Sonnet 5","Spike + contention",130,0,TRUE
"Claude Sonnet 5","Spike + contention",131,0,TRUE
"Claude Sonnet 5","Spike + contention",132,0,TRUE
"Claude Sonnet 5","Spike + contention",133,0,TRUE
"Claude Sonnet 5","Spike + contention",134,0,TRUE
"Claude Sonnet 5","Spike + contention",135,0,TRUE
"Claude Sonnet 5","Spike + contention",136,0.154225515327926,TRUE
"Claude Sonnet 5","Spike + contention",137,0,TRUE
"Claude Sonnet 5","Spike + contention",138,0,TRUE
"Claude Sonnet 5","Spike + contention",139,0.355262122550023,FALSE
"Claude Sonnet 5","Spike + contention",140,0,TRUE
"Claude Sonnet 5","Spike + contention",141,0,TRUE
"Claude Sonnet 5","Spike + contention",142,0,TRUE
"Claude Sonnet 5","Spike + contention",143,0,TRUE
"Claude Sonnet 5","Spike + contention",144,0.311315490861811,FALSE
"Claude Sonnet 5","Spike + contention",145,0,TRUE
"Claude Sonnet 5","Spike + contention",146,0,TRUE
"Claude Sonnet 5","Spike + contention",147,0.212907453320225,FALSE
"Claude Sonnet 5","Spike + contention",148,0,TRUE
"Claude Sonnet 5","Spike + contention",149,0,TRUE
"Claude Sonnet 5","Spike + contention",150,0,TRUE
"Claude Sonnet 5","Spike + contention",151,0,TRUE
"Claude Sonnet 5","Spike + contention",152,0,TRUE
"Claude Sonnet 5","Spike + contention",153,0,TRUE
"Claude Sonnet 5","Spike + contention",154,0,TRUE
"Claude Sonnet 5","Spike + contention",155,0,TRUE
"Claude Sonnet 5","Spike + contention",156,0.647203881642518,FALSE
"Claude Sonnet 5","Spike + contention",157,0,TRUE
"Claude Sonnet 5","Spike + contention",158,0.445216399248028,TRUE
"Claude Sonnet 5","Spike + contention",159,0,TRUE
"Claude Sonnet 5","Spike + contention",160,0,TRUE
"Claude Sonnet 5","Spike + contention",161,0.548883226492283,FALSE
"Claude Sonnet 5","Spike + contention",162,0.909717901285227,FALSE
"Claude Sonnet 5","Spike + contention",163,0,TRUE
"Claude Sonnet 5","Spike + contention",164,0,TRUE
"Claude Sonnet 5","Spike + contention",165,0,TRUE
"Claude Sonnet 5","Spike + contention",166,0,TRUE
"Claude Sonnet 5","Spike + contention",167,0.485422643059959,FALSE
"Claude Sonnet 5","Spike + contention",168,0.172370352612273,FALSE
"Claude Sonnet 5","Spike + contention",169,0.640189411980858,FALSE
"Claude Sonnet 5","Spike + contention",170,0,TRUE
"Claude Sonnet 5","Spike + contention",171,0,TRUE
"Claude Sonnet 5","Spike + contention",172,0,TRUE
"Claude Sonnet 5","Spike + contention",173,0,TRUE
"Claude Sonnet 5","Spike + contention",174,0.241344351066832,FALSE
"Claude Sonnet 5","Spike + contention",175,0.547375705978556,FALSE
"Claude Sonnet 5","Spike + contention",176,0,TRUE
"Claude Sonnet 5","Spike + contention",177,0,TRUE
"Claude Sonnet 5","Spike + contention",178,0,TRUE
"Claude Sonnet 5","Spike + contention",179,0,TRUE
"Claude Sonnet 5","Spike + contention",180,0,TRUE
"Claude Sonnet 5","Spike + contention",181,0,TRUE
"Claude Sonnet 5","Spike + contention",182,0,TRUE
"Claude Sonnet 5","Spike + contention",183,0,TRUE
"Claude Sonnet 5","Spike + contention",184,0,TRUE
"Claude Sonnet 5","Spike + contention",185,0,TRUE
"Claude Sonnet 5","Spike + contention",186,0,TRUE
"Claude Sonnet 5","Spike + contention",187,0.0111396426046695,FALSE
"Claude Sonnet 5","Spike + contention",188,0.0721999880717407,FALSE
"Claude Sonnet 5","Spike + contention",189,0,TRUE
"Claude Sonnet 5","Spike + contention",190,0,TRUE
"Claude Sonnet 5","Spike + contention",191,0.308896853948671,FALSE
"Claude Sonnet 5","Spike + contention",192,0,TRUE
"Claude Sonnet 5","Spike + contention",193,0,TRUE
"Claude Sonnet 5","Spike + contention",194,0,TRUE
"Claude Sonnet 5","Spike + contention",195,0.0307361218641823,FALSE
"Claude Sonnet 5","Spike + contention",196,0,TRUE
"Claude Sonnet 5","Spike + contention",197,0,TRUE
"Claude Sonnet 5","Spike + contention",198,0.40176597006336,FALSE
"Claude Sonnet 5","Spike + contention",199,0.188648745278089,FALSE
"Claude Sonnet 5","Spike + contention",200,0,TRUE
"Claude Opus 5","Stochastic frontier",1,0,TRUE
"Claude Opus 5","Stochastic frontier",2,0,TRUE
"Claude Opus 5","Stochastic frontier",3,0,TRUE
"Claude Opus 5","Stochastic frontier",4,0,TRUE
"Claude Opus 5","Stochastic frontier",5,5.05548986978435,FALSE
"Claude Opus 5","Stochastic frontier",6,5.59714066745813,FALSE
"Claude Opus 5","Stochastic frontier",7,0.754956691640882,FALSE
"Claude Opus 5","Stochastic frontier",8,0,TRUE
"Claude Opus 5","Stochastic frontier",9,0.83528834658512,FALSE
"Claude Opus 5","Stochastic frontier",10,1.18385798185061,FALSE
"Claude Opus 5","Stochastic frontier",11,0,TRUE
"Claude Opus 5","Stochastic frontier",12,0,TRUE
